"country","who_region","status","evidence","EverCases","recently_reported","s0","prop_eff_pop","life_expectancy","pop_size","haq_index","Pop_y1","Pop_y2","Pop_y3","Pop_y4","Pop_y5","Pop_y6","Pop_y7","Pop_y8","Pop_y9","Pop_y10","Pop_y11","Pop_y12","Pop_y13","Pop_y14","Pop_y15","Pop_y16","Pop_y17","Pop_y18","Pop_y19","Pop_y20","Pop_y21","Pop_y22","Pop_y23","Pop_y24","Pop_y25","Pop_y26","Pop_y27","Pop_y28","Pop_y29","Pop_y30","Pop_y31","Pop_y32","Pop_y33","Pop_y34","Pop_y35","Pop_y36","Pop_y37","Pop_y38","Pop_y39","Pop_y40","Pop_y41","Pop_y42","Pop_y43","Pop_y44","Pop_y45","Pop_y46","Pop_y47","Pop_y48","Pop_y49","Pop_y50","Pop_y51","Pop_y52","Pop_y53","Pop_y54","Pop_y55","Pop_y56","Pop_y57","Pop_y58","Pop_y59","Pop_y60","Pop_y61","Pop_y62","Pop_y63","Pop_y64","Pop_y65","Pop_y66","Pop_y67","Pop_y68","Pop_y69","Pop_y70","Pop_y71","Pop_y72","Pop_y73","Pop_y74","Pop_y75","Pop_y76","Pop_y77","Pop_y78","Pop_y79","Pop_y80","Pop_y81","Pop_y82","Pop_y83","Pop_y84","Pop_y85","Pop_y86","Pop_y87","Pop_y88","Pop_y89","Pop_y90","Pop_y91","Pop_y92","Pop_y93","Pop_y94","Pop_y95","Pop_y96","Pop_y97","Pop_y98","Pop_y99","Pop_y100+","Births_15","Births_16","Births_17","Births_18","Births_19","Births_20","Births_21","Births_22","Births_23","Births_24","Births_25","Births_26","Births_27","Births_28","Births_29","Births_30","Births_31","Births_32","Births_33","Births_34","Births_35","Births_36","Births_37","Births_38","Births_39","Births_40","Births_41","Births_42","Births_43","Births_44","Births_45","Births_46","Births_47","Births_48","Births_49"
"Solomon_Islands","WesternPacific","NoTransmission","Poor",FALSE,FALSE,0.886407025582283,0.42865596689758,70.199,670664.5,32.4,20296,20062,19874.5,19679,19439,19066,18556,18030.5,17518,16992,16502.5,16081.5,15679.5,15215,14769.5,14425,14088.5,13760,13434.5,13105.5,12727,12309,11971.5,11680,11315.5,10898.5,10508.5,10182.5,9916,9677.5,9447.5,9218,9005,8798.5,8578.5,8365,8157.5,7952.5,7747,7535,7314.5,7085.5,6846.5,6605.5,6411.5,6248.5,6084,5943,5806.5,5544.5,5183.5,4881,4617.5,4366.5,4127,3886,3651.5,3421,3197,2977,2795,2610.5,2376,2185,2060,1964.5,1872,1775,1672.5,1581.5,1490,1383,1277.5,1173.5,1062.5,951.5,848,750.5,659.5,578,501.5,429.5,364.5,307.5,257,213,175,142.5,114.5,91,71.5,54,39.5,28.5,19,12,7,4,2,2,0.0073,0.0143605,0.026677,0.0439625,0.062665,0.0810225,0.094323,0.1020905,0.1062865,0.1076405,0.107379,0.105963,0.104196,0.1022015,0.0997135,0.096565,0.0922835,0.086907,0.08107,0.0748915,0.068257,0.061216,0.0540995,0.0470285,0.040197,0.0336505,0.0273895,0.0215445,0.0166865,0.01289,0.009915,0.0076645,0.0059585,0.00463,0.003122
"Somalia","EasternMed","Epidemic","Good",TRUE,TRUE,0.974898785425101,0.743351621624326,55.967,15855753.5,19,646330.5,620131.5,598206.5,577266.5,555306.5,534357.5,514534,494855.5,474451,455991,440773.5,426181.5,411506.5,397421.5,383995.5,371062.5,358517,345716,333038.5,321157.5,309406.5,297819.5,285469,273573,263290.5,253338.5,232924,202402,186492.5,189343,193404,191426,185858,179322,172443.5,165448.5,158585.5,151865,145057.5,138476.5,132426.5,125755.5,119180,113416,107889,103329.5,99624.5,95965.5,92141.5,88307.5,84644,81141.5,77814.5,74655.5,71594,68613.5,65745.5,62932,60180,57497,54849.5,52206.5,49558,46959,44427,41920.5,39441,37023,34681,30863.5,26573,23786.5,21393,18970,16790,14852.5,13137.5,11595,10178,8892,7772.5,6659,5482,4370.5,3444,2681.5,2057,1573.5,1190,879,636,450.5,309,206.5,134.5,85.5,53,32.5,19,23,0.0204165,0.0359005,0.0572215,0.083319,0.108731,0.13117,0.145386,0.151344,0.1532175,0.152449,0.1511855,0.1499185,0.148645,0.1473175,0.145718,0.1434625,0.1390805,0.132465,0.1246135,0.115846,0.1065785,0.0969145,0.0868985,0.076727,0.0672245,0.05847,0.0499915,0.0419615,0.0356065,0.030962,0.0269555,0.0233,0.0198125,0.016174,0.011165
"South_Africa","Africa","Epidemic","Poor",TRUE,FALSE,0.705553164012053,0.733239351057799,65.252,57612037,49.7,1191945.5,1157964.5,1121377,1123074.5,1150483,1153928.5,1145468,1134656,1116230.5,1106455,1129403.5,1107808.5,1051237.5,1019559.5,978687,933916,895455,884820,890374,907458,926794.5,941018,982685,1033006.5,1058982.5,1075040.5,1092778,1115531,1128777,1143504.5,1162894,1162784,1137765,1083116.5,1027362.5,983851.5,946226.5,904574.5,856017.5,795938.5,717489.5,639851,578435.5,542280.5,533508.5,547772,576196.5,607366,631124.5,643687,644250.5,631278.5,606196,572290,534598.5,495791.5,457612,420846,384662,351519,326706.5,307853,292049.5,281293.5,275213.5,271290.5,264756,253777,240076.5,225071.5,214411.5,200887.5,181778.5,164713,148668.5,133955,121128.5,109399,98296,87654,77447,67622,58422.5,50399,43781,38594.5,34465.5,30723,27048.5,23413.5,19845,16411,13235,10280,7686,5603.5,3997,2798.5,1934.5,3646.5,0.01118,0.021413,0.0325585,0.043381,0.050856,0.0548405,0.058275,0.061516,0.0644275,0.0667475,0.0674945,0.0665305,0.0642225,0.060732,0.056399,0.0514985,0.0469055,0.042883,0.039712,0.0372385,0.0345075,0.031355,0.0280145,0.0244835,0.020517,0.0162245,0.012338,0.0090365,0.006378,0.004374,0.0030135,0.0022145,0.001629,0.001153,0.0006795
"South_Sudan","Africa","Epidemic","Poor",FALSE,FALSE,0.705553164012053,0.856443333605619,55.48,10314832.5,26.8,286396,301730.5,327718,344020,357548,366569,361586.5,352605.5,338224,323736.5,311469.5,297810.5,285764,278998,274274.5,266919,256732.5,241662,221781.5,200756.5,174014,149830.5,137009,128173,120927.5,114885,111446,110644.5,110895.5,112774.5,102639,89835.5,95177,107051,112722.5,112552.5,110552,109552,110151.5,109963.5,109037,107429,105219,102526.5,99458.5,96106,92297.5,88086.5,83516.5,78687,74079.5,69805.5,65747.5,62004,58755.5,55622.5,52482,49554.5,46758,44010,41300.5,38656.5,36057,33500,31004,28547.5,26125.5,23750,21439.5,19834.5,18733.5,17665,16418.5,14813.5,13154,11532,10002.5,8594,7314,6158.5,5120,4194,3379.5,2669,2061.5,1553.5,1129,777,497.5,288,156,80.5,26.5,3.5,4.5,4.5,1,2.5,1.5,2,0.0218425,0.0362485,0.051586,0.066679,0.0791615,0.088484,0.094475,0.097491,0.0991485,0.099912,0.100213,0.1000085,0.0986725,0.096266,0.0936825,0.0910185,0.0878085,0.0840085,0.079887,0.0755885,0.0714815,0.067502,0.063001,0.0580025,0.053263,0.048781,0.043788,0.038386,0.0337915,0.030118,0.0266515,0.0232225,0.0197985,0.0161225,0.011094
"Spain","Europe","NoTransmission","Good",FALSE,FALSE,1,0.498042090925665,82.3341463414634,47013339.5,91.9,370877,393613,418360.5,435801,445262,446487.5,456059,476780,487828.5,495394,513515.5,517888.5,507885.5,502100.5,495708.5,490462.5,479515.5,474331,479084,478704,471393,470936.5,475028.5,476323,482211,496443.5,514116,521338,524287,532739,541713.5,550093,560407,577022,598191,619605.5,648036,681353.5,713632,741862.5,770204,792755,805384.5,809661,803701,791100.5,779349,771410.5,759549.5,749801.5,742133,740237,732242.5,719102.5,719356.5,705044,674654.5,653788,645765,636129,617761,600887.5,571697,541587,518733,504461.5,500757.5,480588.5,456679.5,456537.5,471200,456046.5,420983,415010,407462,387387.5,351137,306087,318800.5,283264.5,233204.5,252279,266840,259901.5,238497.5,222665,204777,178773.5,153491.5,130233.5,107591,86903.5,68356,52929,40028.5,29071,20915.5,14102,9128,12826,0.000285,0.0008965,0.002456,0.0046255,0.006898,0.009003,0.010837,0.012305,0.0135055,0.014673,0.016724,0.019911,0.0244245,0.0299975,0.035268,0.039731,0.0425295,0.043642,0.0438305,0.0430915,0.040646,0.036569,0.031965,0.027061,0.0217555,0.0162325,0.0114085,0.007513,0.0046405,0.002745,0.0015335,0.0008685,0.0004385,0.0001675,1.2e-05
"Sri_Lanka","SoutheastAsia","Epidemic","Good",TRUE,TRUE,0.867031997984379,0.843355465964215,76.393,21405662,70.6,312902.5,317332,322359,327634,334772.5,344081,351195,350864,347985.5,351925,359410,364264,365537,362303,356625,351151.5,346610,341959.5,334979.5,325351,316981.5,312022.5,309829,309534.5,308279,306271,305825.5,303767.5,293814,286899,284267.5,280908.5,281203,289256,298017.5,303152.5,312651,323762,332145,325956,315132.5,302425,288803,277938,269159.5,264602,267385.5,273516,266984.5,258396.5,256786,257636.5,251173.5,248728.5,249278.5,244449.5,245033.5,244589.5,239842.5,236641.5,225212,213683,210281,198325,190323.5,189212,183763,173375.5,165373,160027,150317.5,139296.5,123013,107276,99937.5,90071,83192,73322,60133,54383.5,47779,44788,40711.5,31964.5,27388,23828,20616.5,16880.5,12435.5,9789,7295,5836,4551,2955,2041.5,1363,895,645,431.5,666,0.000861,0.002625,0.0063095,0.01192,0.0186005,0.0259025,0.032714,0.0388775,0.044766,0.0504235,0.05566,0.060316,0.063876,0.0661405,0.066745,0.065557,0.062364,0.0573515,0.0515475,0.0452465,0.038718,0.0321585,0.026165,0.0208685,0.016255,0.0122995,0.0089055,0.0060825,0.00397,0.002545,0.001567,0.0009535,0.000581,0.000392,0.00025
"Sudan","EasternMed","Epidemic","Good",TRUE,TRUE,0.974898785425101,0.831354191578802,65.614,42978111.5,45.8,1427084.5,1392149.5,1356901,1322602,1281919,1238011.5,1199842.5,1174769,1161430.5,1138026,1102757,1061778.5,1014261.5,965642,932821,918080,906489,893900.5,876540,855420.5,831486,806617,787435.5,770180,752804.5,735810,716581,697227,680840.5,668240.5,651237.5,629559,615254,602634.5,582979.5,559875.5,536763,513118.5,486736,457709.5,428270.5,399049,371748.5,347676.5,325940,309161.5,296784.5,285008,271710.5,258411.5,247346.5,238538,231083,223784.5,217767.5,212496,207329,202117.5,197944.5,194526.5,190301.5,184896,178338.5,170951,162265.5,152347.5,141617,130348,118791.5,106020,94487,84926.5,74958,65210,56209,48114,40981.5,34801,29520,25051,21299.5,18048,15150.5,12635,10532,8766,7241,5915,4763.5,3771,2923,2208.5,1584.5,1076.5,709,452.5,280,169.5,102,142,0.015541,0.0279335,0.0416025,0.0554085,0.066918,0.075888,0.084051,0.091638,0.0984415,0.104295,0.1086905,0.1114845,0.1125425,0.1119055,0.1098835,0.1066255,0.10247,0.0976215,0.092636,0.0875365,0.081868,0.075576,0.068875,0.0618375,0.054566,0.0470945,0.0394715,0.031913,0.0253175,0.0198685,0.015473,0.012049,0.0093305,0.007099,0.0046565
"Suriname","Americas","Epidemic","Good",TRUE,TRUE,0.664443621094232,0.856674413865542,72.561,596147,54.5,10854,10823.5,10790,10764,10752.5,10742,10740,10750.5,10770.5,10806.5,10857,10915,10979.5,11037,11089,11056,10987,10938,10865,10805.5,10666,10370.5,10009,9704,9442.5,9185,8996,8920,8915.5,8883.5,8794,8733,8766,8886.5,9012,9028,8858.5,8532.5,8194.5,7861,7511,7240.5,7096,7121.5,7314.5,7523.5,7590,7494.5,7292.5,7086,6935.5,6839,6801.5,6754,6628.5,6428.5,6164,5849.5,5512.5,5162,4815.5,4510,4232.5,3972,3717,3481,3289,3065.5,2789,2517,2271,2101.5,2007,1907,1774,1634.5,1531.5,1452.5,1347,1206.5,1039.5,882,777.5,712.5,645.5,572,496.5,422.5,352,284,220.5,168,131,106,84,63,44.5,32,22.5,45,0.008899,0.016881,0.027137,0.038826,0.0488165,0.0563025,0.0610055,0.063102,0.0637885,0.0634245,0.062398,0.060912,0.059471,0.058093,0.0563495,0.054137,0.0514255,0.0482895,0.0450895,0.0418085,0.038012,0.0336995,0.029297,0.0248755,0.0203165,0.015712,0.0115835,0.008073,0.0052865,0.0032355,0.001864,0.001086,0.000583,0.000266,3.45e-05
"Swaziland","Africa","Epidemic","Poor",FALSE,FALSE,0.705553164012053,0.833377090237207,59.692,1152276.5,40.5,28246,28221,28297,28395.5,28468,28520.5,28393.5,28140.5,27906.5,27889,27813,27215.5,26502.5,26033.5,25554.5,24848.5,24107,23603.5,23239,22755.5,21980,21272,20917,20697.5,21514.5,22510.5,22439.5,21957.5,21304.5,20973,20436.5,19644.5,19092.5,18524,17922,17079,16106,15273,14381.5,13396,12499,11675,10917,10229.5,9640.5,9098,8687,8441,8189,7929,7693.5,7445,7217,7009.5,6778,6573,6347,6086,5841,5598,5363.5,5148.5,4945.5,4746,4551,4303,4052,3809,3567,3299,2934,2611.5,2376.5,2127,1884.5,1657.5,1456,1278.5,1119.5,973,843,724,608.5,504,413.5,337.5,271,214,168.5,133.5,106,83,62,45.5,32.5,22.5,15,10,6,10,0.011183,0.021228,0.034544,0.0500465,0.0632395,0.072818,0.0776795,0.07813,0.076699,0.074181,0.0715435,0.069081,0.0671115,0.065592,0.064009,0.062152,0.05961,0.056353,0.052659,0.048598,0.044202,0.039524,0.0347735,0.030019,0.0253525,0.020834,0.0166385,0.012877,0.009863,0.0076205,0.0059495,0.004749,0.003777,0.0029215,0.001927
"Sweden","Europe","NoTransmission","Good",FALSE,FALSE,1,0.039383701729737,82.4073170731707,10254513,95.5,117762,119913.5,122858,123889,124310.5,124219.5,124359,124361.5,126474,126500,124887,123490.5,122474.5,120027,117984.5,117112,115440,113084.5,113294,116300,114198,113046.5,116498.5,124027,133281,141429.5,147945.5,152826,156219.5,154035,149903.5,145107.5,141383,139101,135267.5,131246.5,129824,128683.5,130552.5,129530,125611,124244,125276.5,128136,132998,133932.5,133949,134534,132878.5,129704.5,130621.5,135557.5,139174.5,139461,138236.5,132566.5,124658.5,118969.5,115942.5,114427,113977,113879,113758,112000,109151.5,108312,108232.5,105996,106897.5,109501.5,111828,112531,111656,109892.5,106082.5,99241.5,89711,78434.5,69514,65163.5,61241.5,55472,50184,45061,40054.5,35865.5,32549,29357.5,25780.5,21852,18241.5,15042.5,11995.5,9459,7203,5278,3690,2576,1803,2322,1e-06,9.8e-05,0.0009735,0.0025785,0.004912,0.0085475,0.0128135,0.018,0.023793,0.0300985,0.036814,0.043769,0.0503115,0.056085,0.0601735,0.062249,0.061791,0.0589675,0.055038,0.0502495,0.0444225,0.0377555,0.0313065,0.0252955,0.0196345,0.0143895,0.0099395,0.0063935,0.0038525,0.002258,0.00125,0.0006925,0.000352,0.0001635,7.35e-05
"Switzerland","Europe","NoTransmission","Good",FALSE,FALSE,1,0.115674211955994,83.1,8554141,95.6,87052.5,88149.5,88773,89115.5,88674.5,87622,87093,87063.5,87179,87129.5,86264,85163,83851.5,83350,83205.5,82579.5,82623.5,84543,88258.5,91313,92295,95349.5,98714.5,101223.5,103671.5,107664,113071,117835,120667.5,122177,123520.5,123645.5,123153.5,123783.5,123962,123521.5,124048.5,124525,123895.5,121984.5,119404,118340.5,117497,116669.5,117383,118648,120353.5,123666.5,125966,128051,130671.5,132122.5,133526.5,134342,134990.5,133251,128100,122715,118184.5,113581,108881,104676.5,101100.5,96654,91942.5,88263,86071,83708,82786.5,82569,81690.5,80855,79372.5,76665.5,73474,70448.5,66556.5,61571,55791.5,51306.5,48304.5,44866.5,41911,39413.5,36303,32709,29222.5,25866,22523,19211.5,15922,12637.5,10017,7819.5,5812.5,4184.5,2876,2022.5,1324,1636,0,5e-07,0.0004505,0.001662,0.0032625,0.006078,0.0085375,0.0112465,0.0144405,0.018322,0.023542,0.030125,0.037529,0.0452855,0.051869,0.0566955,0.0587195,0.057984,0.055725,0.0521625,0.0470265,0.0405475,0.0340085,0.027687,0.0215185,0.015629,0.010632,0.006692,0.0039165,0.0022315,0.001201,0.00066,0.0003185,0.0001075,1.25e-05
"Syria","EasternMed","NoTransmission","Poor",FALSE,FALSE,0.974898785425101,0.65180719918914,72.14,20382233,67.2,367180,356705,356213,365510.5,396562,451182.5,503794,533409,555170.5,574609.5,595380,595140.5,568411,550493.5,542219,532976,522710,509593,487744,461470,434928,403766,371512.5,339607.5,308268.5,278676,252073,234255.5,228747.5,230328.5,235468,242659.5,247913,250334.5,250714,250380,249318,248042.5,248020.5,247177,244406.5,240444,234688,227859,221350.5,215300,209810,204265.5,198552,191644,182878.5,174339,165974,157080.5,148359.5,140144,132916,126397,120619.5,115225,109658.5,104206.5,98811,93244.5,87391,81605,76233.5,71278.5,66682.5,62306.5,59937.5,55260,47803.5,42443.5,38082.5,34431.5,31436,28337,25208.5,22374,19549.5,16848.5,14502,12427,10559.5,9012.5,7691.5,6373,5036,3835.5,2836.5,2050.5,1421,936.5,603.5,379.5,230.5,134.5,76,82.5,0.004828,0.0101695,0.018002,0.027925,0.037888,0.0472175,0.055314,0.06199,0.0672565,0.071115,0.073561,0.074706,0.075037,0.074624,0.0732835,0.0710145,0.0679945,0.0643885,0.0607435,0.0570415,0.0526565,0.0475635,0.0422755,0.036884,0.0312835,0.025545,0.020088,0.0150835,0.0108645,0.0075045,0.0049955,0.003282,0.002128,0.001413,0.000834
"Tajikistan","Europe","NoTransmission","Good",FALSE,FALSE,0.867031997984379,0.618973248815711,67.994,9286249,51.7,255086,251615,251919.5,255375,254113,248172,240944,234763.5,228644.5,220146.5,209738.5,199423.5,191039,184799,180849.5,177908,176843.5,177176.5,176401,172324.5,170046.5,168831,166104.5,168957,171117,166726,163290.5,164782.5,166856.5,165679,161830.5,158900,155575,147973,136903.5,126436,118649,112839.5,107795,102505,97144.5,92501.5,88911,86309.5,84291.5,82521.5,80994,79609,78116,76093,73543.5,71260,69491.5,68219,67271.5,65940.5,64512.5,62980,60527,57163,52755,47532.5,42536,38110.5,34286,31092,28341,25933,23388.5,20517.5,17617.5,14799,12269,10089,8465,7727,7790,8227,8371.5,7981,7234,6327.5,5447.5,4645.5,3924.5,3242.5,2655,2184.5,1750,1361.5,1025.5,732,509,345.5,225.5,141.5,85.5,50,28,27,0,0.0001745,0.0104365,0.0367975,0.0698475,0.1114855,0.134601,0.141542,0.1384535,0.127776,0.114033,0.099062,0.0864175,0.07673,0.069208,0.063345,0.057695,0.051957,0.0462535,0.040595,0.0349085,0.0292065,0.023617,0.0182395,0.0133815,0.009162,0.005798,0.003322,0.0016575,0.0007175,0.0002005,2.05e-05,9.6e-05,0.000342,0.000459
"Tanzania","Africa","Endemic","Poor",TRUE,TRUE,0.705553164012053,0.812385657581535,66.408,59528677,33.9,2114343.5,2060893.5,2008101.5,1953189.5,1898884.5,1834435.5,1758042.5,1706540,1679795.5,1649564,1613859.5,1575350,1541109.5,1504372.5,1454359.5,1396869,1341777.5,1291629.5,1238499.5,1183216,1134785.5,1086637.5,1043312.5,994886,938280.5,900634,881808,861551,836374.5,815026.5,797063.5,777732,760794.5,746518.5,730365.5,711974.5,690696.5,666434,640686,615188.5,589364,561640,532208.5,504757.5,478504,451285.5,425064,401584.5,379176,357209,336630.5,318189,302099,286867.5,272146.5,258543.5,246049.5,234984,225150,216478,208496,200652,192414,183684,174904,165500,155490,145918,137135.5,128039.5,121034,115659.5,107345.5,96743,86144.5,75345.5,65247.5,56717,49226.5,42569,36741,31490.5,26616.5,22216.5,18561,15535.5,12744.5,10304,7982,6024.5,4799.5,3895,2989.5,2182.5,1558,1088.5,746,507.5,340.5,576.5,0.023659,0.043889,0.0655895,0.0861835,0.0995665,0.1051055,0.1072185,0.1070325,0.106432,0.105852,0.1053515,0.1048635,0.104022,0.102704,0.100731,0.098144,0.0953,0.0921775,0.0883225,0.083758,0.0790455,0.074247,0.069075,0.0634755,0.057494,0.0510225,0.0435415,0.035206,0.02722,0.019992,0.014116,0.009673,0.00643,0.004202,0.002407
"Thailand","SoutheastAsia","Epidemic","Good",TRUE,TRUE,0.867031997984379,0.843869676526905,79.274,70817340.5,69.5,672760,691781.5,710360,729377,751757.5,774302,795589.5,810195,810476.5,810839,816241,818310.5,817928.5,815021.5,815186,820675.5,835587.5,859464.5,881100.5,898933,932054.5,985978,1031269.5,1044908.5,1017505,991173.5,996656,1017135,1028968.5,1015045.5,1005556,1005906,1002805.5,1009335.5,1025564.5,1046806,1068287,1067209.5,1047257.5,1036184.5,1030201,1018819,1003431,993900,1003564.5,1021463.5,1037352,1056846.5,1079477.5,1094334,1097565.5,1092411.5,1079026.5,1074815,1082880,1077894.5,1057833.5,1035360,1020795.5,1005077,972121,933514.5,892920,844603,792854,742864,700023,661983.5,626078,588716,548357,503476,453854,408202,370375,338482,313966.5,303137,299572,284697,255110.5,227376.5,207450.5,190343.5,172548.5,153027.5,133199.5,114263.5,97776.5,83484,70375.5,58382.5,47389,37503.5,28975,21785,16065.5,11905,8989.5,27053.5,0.0053415,0.0107025,0.0167305,0.0226875,0.0265525,0.0281425,0.0291105,0.0298035,0.030702,0.0318585,0.033038,0.0341575,0.0350805,0.0356935,0.0356215,0.0347955,0.033279,0.031187,0.0289605,0.0266245,0.0238485,0.0206555,0.0174815,0.014393,0.0112535,0.0081365,0.005503,0.0034555,0.001982,0.001048,0.0005135,0.000293,0.0001545,1.85e-05,1.25e-05
"Togo","Africa","Epidemic","Poor",FALSE,FALSE,0.705553164012053,0.792997386823473,61.035,8181438,32,255154,250618,246141.5,241054.5,235987.5,231620,227613.5,224555,221997.5,217461.5,211030.5,205076,198399,191211,185170.5,180455.5,176241,171185,165745.5,160372.5,154800,149061,144415,140796,137477,134056.5,130548.5,127318,124047,120689,117519,114497.5,111257,107923.5,104828,101835,98847,95969.5,93041,90103,87310,84462,81488.5,78300.5,75062.5,71941,68889.5,65914.5,62981.5,60182.5,57388,54712,52276.5,49826.5,47388.5,45087,42795.5,40482.5,38298,36273,34303,32410.5,30590,28769.5,27046,25385,23720.5,22059.5,20400.5,18642,17092,15615.5,13978,12297.5,10711,9326,8029.5,6838.5,5761,4795.5,3939.5,3181,2512,1940.5,1471.5,1095,793.5,557.5,378,248,156.5,95,55,31.5,17,9,5,2.5,1,0,0.0139195,0.025109,0.0389155,0.0544575,0.0689255,0.081557,0.091986,0.100152,0.106427,0.110835,0.1131265,0.113321,0.111749,0.1086,0.1043695,0.099252,0.0935975,0.0876155,0.0818705,0.076376,0.070625,0.0645295,0.058207,0.05171,0.045155,0.038591,0.032125,0.025932,0.0206745,0.0164605,0.0130965,0.01048,0.0083545,0.006523,0.004371
"Trinidad_and_Tobago","Americas","Epidemic","Good",TRUE,TRUE,0.664443621094232,0.795862534473531,74.406,1499976.5,64.3,18493.5,18756,19138,19479,19787,20090.5,20338,20498,20492,20362,20399.5,20440.5,20181.5,19785.5,19491,19415.5,19388,19387,19425,19416.5,19330,19279.5,19473,19822,20374.5,21041,21764,22452,23054.5,23959.5,25166,26410.5,27520.5,28253.5,28259.5,28190,28273.5,27932.5,27041.5,25891,24716.5,23425.5,22333,21468,20839,20585.5,20430.5,19750,18616,17724.5,17396.5,17505,17860.5,18452,19105.5,19671,19979.5,19720.5,18936.5,17985.5,16950,15922.5,15246,15051,14948.5,14146.5,12929,12032,11272,10450,9582,8715.5,7881.5,7106,6418.5,5788,5195,4662.5,4174,3718.5,3305.5,2917.5,2557,2242.5,1974,1735,1504,1292,1105.5,940,790.5,653,529.5,417.5,318,235,170.5,121.5,83,142.5,0.005203,0.010597,0.018188,0.0273485,0.035217,0.040948,0.0439405,0.0443635,0.043808,0.042763,0.041793,0.041059,0.0407025,0.0406285,0.0402745,0.0394465,0.03785,0.035496,0.032726,0.029621,0.026193,0.0225225,0.018952,0.015551,0.012287,0.0092045,0.0065355,0.004347,0.002699,0.0015785,0.0008635,0.0004835,0.000249,0.000108,9.5e-06
"Tunisia","EasternMed","NoTransmission","Poor",FALSE,FALSE,0.974898785425101,0.571988385969474,75.292,11959391,69.4,206930,212105.5,216229,218247.5,218988.5,217869.5,214899.5,210164,201876,192572,186243,181767.5,178293,175841.5,173394,169343,164048,160048.5,158334,157257.5,158767.5,163173,167945,173245,179169.5,184317.5,187852,190175.5,191453.5,190896.5,192926,198080,201496.5,201306,198026.5,193745,189366.5,185607,180493,176606.5,175521.5,175475,174826,170906,165147.5,159410,154088.5,149781.5,147435.5,146467,145826.5,145214.5,144139.5,142343,139212,135742.5,132485,128459,123838.5,118872.5,113676,108404.5,103104.5,96622.5,89598,83406,77666.5,72150.5,67018,62153.5,56454,52612,50828.5,48125,44938,41639.5,38335.5,35120,31998.5,28847,25536.5,22550.5,20143,17896,15557,13299,11161.5,9081,7184.5,5572,4233,3136.5,2274,1615.5,1123,762.5,503.5,320,196,257,0.0001245,0.00108,0.0026285,0.004991,0.008591,0.013648,0.020348,0.028503,0.0369005,0.0451335,0.05263,0.0591795,0.064423,0.068195,0.0701275,0.0701415,0.068254,0.064708,0.0605545,0.0559435,0.0504915,0.044302,0.0382165,0.0323965,0.026714,0.0212025,0.0161375,0.011643,0.007989,0.005209,0.00318,0.0018315,0.000972,0.0005095,0.000231
"Turkey","Europe","NoTransmission","Poor",FALSE,FALSE,1,0.492867032709073,75.85,82862902.5,74.4,1316729,1373659,1408007,1412479,1401708,1372910,1339900,1315363.5,1297863.5,1292540.5,1292100.5,1288421,1287412.5,1277783.5,1256560.5,1237545.5,1243802,1304161,1333624,1332716.5,1359443,1375537.5,1387125,1382251,1370187,1364307,1349890.5,1348833,1351671,1354425,1359066,1352154.5,1346023.5,1338370.5,1327798.5,1314991,1301047,1291619.5,1280177,1266753.5,1247687.5,1214939.5,1199077.5,1173136.5,1135065.5,1117213.5,1096128,1071331.5,1039851.5,1005360,1081056.5,1053983.5,949346,951439,931150.5,899089.5,832812,784767,755324.5,705980.5,657985,635268.5,628282.5,605628,578538.5,608571,526783.5,426355,445152.5,436614,408235.5,372840.5,344285.5,315397.5,287386,266049.5,247789,228377.5,208247.5,188355,168053,147515.5,127673.5,108935.5,91713.5,76347.5,62837,51039,40818.5,32065,24699,18635.5,13770.5,9966.5,7060.5,4883.5,3291,2163,1381,2214.5,0.0014835,0.003716,0.0073835,0.0124565,0.0185005,0.02536,0.033122,0.0414835,0.04942,0.056459,0.06156,0.0645125,0.065426,0.0643985,0.06175,0.0576915,0.05283,0.047501,0.04257,0.0380855,0.033393,0.02846,0.023791,0.019458,0.0152715,0.011282,0.0079005,0.005217,0.003213,0.0018515,0.000986,0.0005365,0.000299,0.0002015,0.0001285
"Turkmenistan","Europe","NoTransmission","Good",FALSE,FALSE,0.867031997984379,0.504362088930838,68.687,6114042.5,61.6,137754.5,139756,141651,143018,143339.5,142170,139369,135051,129547.5,123418.5,117314,111867,107511,104017,100788.5,98294,96524.5,96251.5,97580.5,98814,99911,101460,103409,105855.5,108459.5,110883,112185.5,111899.5,111752.5,113095,111697.5,108685.5,106808,102903,97300.5,91573,86883,82920,79584.5,76934.5,74283.5,71925,70646.5,69389.5,67545,65950.5,64415.5,63014,62317,61509,59992,58278.5,56836,55959,55652,55383.5,54956,54130.5,52433.5,49993,46891.5,43344,39840.5,36363,33058,30154,27619.5,25370,22926,20203,17586.5,14996,12414,10024.5,8120.5,7192.5,7233.5,7628.5,7737,7398.5,6745,5883.5,4917,3945,3119.5,2480.5,2000,1626.5,1285.5,981,724,509,344.5,223.5,137.5,80.5,45,24,12.5,11,0,0,0.0037065,0.0173465,0.035652,0.0624565,0.0793715,0.0890475,0.0939265,0.094897,0.0933985,0.0900435,0.0860845,0.081789,0.0770765,0.071823,0.0655625,0.0583635,0.0509925,0.0436695,0.036598,0.029883,0.023785,0.0183985,0.013873,0.010201,0.0071945,0.0048215,0.003127,0.0020595,0.001345,0.0009135,0.000734,0.000737,0.000649
